age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
22,Private,168379,Some-college,9,Never-married,Adm-clerical,Unmarried,Black,Female,-46,2,18,United-States,<=50K
67,Private,147043,HS-grad,7,Widowed,Other-service,Not-in-family,Asian-Pac-Islander,Male,-13,0,22,United-States,<=50K
43,Private,48638,HS-grad,10,Never-married,Machine-op-inspct,Own-child,White,Female,14,-1,31,United-States,<=50K
49,Local-gov,177146,HS-grad,10,Married-civ-spouse,Sales,Own-child,White,Female,-15,0,40,United-States,>50K
24,Private,440816,Some-college,10,Never-married,Other-service,Unmarried,White,Male,-34,-2,40,United-States,<=50K
45,Self-emp-inc,199417,Bachelors,13,Married-civ-spouse,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,-20,-1,40,United-States,>50K
43,Private,47467,Some-college,9,Divorced,Transport-moving,Other-relative,White,Male,-53,0,40,United-States,<=50K
47,Local-gov,135762,11th,10,Never-married,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Female,-44,0,40,United-States,<=50K
37,Private,106493,Doctorate,2,Married-civ-spouse,Prof-specialty,Husband,White,Male,3514,1795,45,Dominican-Republic,>50K
30,Private,303838,12th,10,Divorced,Armed-Forces,Own-child,White,Female,-68,-1,44,India,<=50K
26,Private,173771,HS-grad,10,Never-married,Other-service,Own-child,Black,Female,14,0,34,United-States,<=50K
47,Private,179006,HS-grad,10,Never-married,Tech-support,Other-relative,White,Male,-20,1,40,United-States,<=50K
41,Private,127262,Some-college,13,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,-13,1854,33,Philippines,>50K
62,Private,299717,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,-42,0,19,United-States,<=50K
63,?,46599,Some-college,10,Never-married,Transport-moving,Wife,White,Female,7,-2,37,United-States,<=50K
42,Local-gov,216148,Some-college,10,Never-married,Prof-specialty,Husband,White,Male,31,1,49,South,<=50K
55,Private,206358,Assoc-voc,10,Divorced,Craft-repair,Not-in-family,White,Female,-12,0,16,Japan,<=50K
47,Never-worked,133251,Assoc-acdm,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,-19,-1,37,United-States,>50K
57,Private,168335,11th,13,Married-civ-spouse,Exec-managerial,Own-child,White,Male,-80,-1,23,El-Salvador,<=50K
33,Private,530637,9th,10,Separated,?,Not-in-family,Asian-Pac-Islander,Female,-33,1,40,Outlying-US(Guam-USVI-etc),<=50K
60,Self-emp-not-inc,333330,Preschool,2,Separated,?,Husband,White,Male,25,-3,58,United-States,<=50K
47,Private,167377,Some-college,10,Never-married,?,Not-in-family,Asian-Pac-Islander,Female,40,-3,40,United-States,<=50K
68,?,364169,Some-college,9,Never-married,Transport-moving,Own-child,White,Male,15,-1,40,United-States,<=50K
28,Local-gov,116194,HS-grad,10,Never-married,Sales,Not-in-family,White,Female,7,-3,40,United-States,<=50K
26,Private,53123,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-2,0,13,United-States,<=50K
21,Private,181796,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,-46,0,40,United-States,<=50K
54,Private,45467,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,-68,-2,51,Philippines,>50K
34,Federal-gov,211248,Assoc-acdm,10,Never-married,Prof-specialty,Husband,Asian-Pac-Islander,Male,5,2194,50,United-States,<=50K
24,Private,223798,Some-college,10,Married-AF-spouse,Adm-clerical,Other-relative,White,Male,9,-2,40,United-States,<=50K
33,Private,301063,11th,10,Married-spouse-absent,Sales,Own-child,White,Female,-21,0,16,United-States,<=50K
48,Never-worked,36259,9th,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,-48,2,40,United-States,<=50K
41,Private,125538,1st-4th,13,Married-civ-spouse,Sales,Not-in-family,White,Male,-81,1,50,China,>50K
56,Private,218505,11th,3,Divorced,Machine-op-inspct,Not-in-family,Black,Female,-1,-1,40,United-States,<=50K
37,Private,171984,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,-41,-1,40,United-States,>50K
41,Private,109347,7th-8th,9,Married-civ-spouse,Craft-repair,Husband,White,Male,-9,0,50,United-States,>50K
39,Self-emp-not-inc,99057,Some-college,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,-86,-1,40,United-States,>50K
28,Private,202351,5th-6th,9,Never-married,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Female,21,-1,40,United-States,<=50K
40,Federal-gov,128975,HS-grad,10,Married-civ-spouse,Priv-house-serv,Unmarried,White,Male,44,-1,40,United-States,<=50K
43,Self-emp-inc,120375,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,-31,-2,45,United-States,>50K
47,Private,51120,Bachelors,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,-41,-1,50,United-States,>50K
39,Private,190865,Prof-school,13,Married-civ-spouse,Prof-specialty,Unmarried,White,Male,-65,2,36,United-States,<=50K
31,Private,146212,Some-college,14,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,-32,-1,35,United-States,<=50K
44,Private,198031,Some-college,10,Never-married,Sales,Own-child,White,Female,-53,0,40,United-States,<=50K
58,Self-emp-inc,189935,Masters,14,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,-53,-2,50,United-States,>50K
44,Private,251943,HS-grad,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,18,-1,44,United-States,<=50K
24,Private,114671,Some-college,10,Never-married,Adm-clerical,Unmarried,White,Female,-40,-1,16,United-States,<=50K
44,Private,245695,9th,13,Never-married,Prof-specialty,Not-in-family,White,Male,-27,-1,50,United-States,>50K
18,Private,177017,Some-college,10,Never-married,Farming-fishing,Own-child,Asian-Pac-Islander,Male,-47,-2,40,Mexico,<=50K
39,Private,314985,Bachelors,4,Married-civ-spouse,Sales,Husband,White,Male,4,-1,49,United-States,<=50K
45,Self-emp-not-inc,42710,Bachelors,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,-16,1,54,United-States,>50K
26,?,205725,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Female,16,-1,33,United-States,<=50K
56,Self-emp-inc,23534,Masters,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,29,0,50,United-States,>50K
41,Local-gov,90669,7th-8th,10,Never-married,Adm-clerical,Not-in-family,White,Male,20,1,64,India,>50K
20,Private,285534,HS-grad,10,Never-married,Adm-clerical,Own-child,Black,Female,-13,-2,7,United-States,<=50K
59,Private,42649,Assoc-voc,10,Widowed,Tech-support,Husband,White,Male,-66,1,40,United-States,<=50K
42,Private,340278,Bachelors,6,Married-civ-spouse,Tech-support,Husband,White,Male,0,-1,40,United-States,>50K
20,Private,241029,Some-college,10,Never-married,Other-service,Own-child,Black,Female,18,-1,40,United-States,<=50K
44,Private,154432,Bachelors,9,Separated,Adm-clerical,Unmarried,White,Female,-4,-2,40,United-States,<=50K
44,Private,225434,HS-grad,10,Never-married,Other-service,Other-relative,White,Female,-22,-1,21,United-States,<=50K
41,Without-pay,171350,HS-grad,14,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,-40,-1,40,Mexico,>50K
31,?,109269,Some-college,10,Never-married,Other-service,Own-child,Asian-Pac-Islander,Female,-19,-2,40,United-States,<=50K
24,Private,174089,Bachelors,10,Divorced,Machine-op-inspct,Not-in-family,White,Female,32,-1,17,United-States,<=50K
22,?,325162,Bachelors,10,Divorced,?,Not-in-family,White,Female,-34,0,36,Hungary,<=50K
28,Private,141057,Bachelors,12,Married-civ-spouse,Transport-moving,Husband,White,Male,2,-2,50,United-States,<=50K
59,Private,176801,1st-4th,10,Never-married,Tech-support,Husband,White,Female,-44,0,11,Dominican-Republic,<=50K
60,Private,89851,12th,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,-32,1737,60,United-States,>50K
50,Private,226829,HS-grad,10,Never-married,Adm-clerical,Husband,White,Male,7,1,11,United-States,<=50K
25,Private,196908,Some-college,10,Never-married,?,Not-in-family,Black,Female,-4,1,20,United-States,<=50K
46,Self-emp-inc,100549,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,28,-1,50,United-States,>50K
32,Private,228088,HS-grad,4,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,-40,-1,40,United-States,>50K
19,Private,180954,Some-college,9,Divorced,Craft-repair,Unmarried,Black,Female,47,-1,18,United-States,<=50K
28,Private,183630,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-13,-1,40,United-States,<=50K
66,Private,176317,Assoc-acdm,9,Married-civ-spouse,Exec-managerial,Other-relative,White,Male,-22,3,40,United-States,<=50K
42,Self-emp-not-inc,203700,HS-grad,14,Never-married,Sales,Own-child,White,Male,-8,0,36,United-States,<=50K
43,Private,192242,12th,10,Divorced,Protective-serv,Own-child,Asian-Pac-Islander,Male,-35,2,40,China,<=50K
43,Private,244535,Assoc-voc,7,Never-married,Adm-clerical,Unmarried,White,Male,-39,-2,40,United-States,<=50K
20,Private,207926,Some-college,10,Divorced,?,Not-in-family,Black,Female,-48,0,20,United-States,<=50K
24,Private,183978,Some-college,10,Never-married,Adm-clerical,Wife,Other,Female,-29,0,30,United-States,<=50K
37,Private,48967,1st-4th,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,-5,-3,40,United-States,>50K
60,Private,43759,Assoc-voc,9,Widowed,Adm-clerical,Wife,Amer-Indian-Eskimo,Male,56,0,35,United-States,<=50K
21,Local-gov,118493,Bachelors,10,Never-married,Prof-specialty,Wife,White,Female,-53,-1,10,United-States,<=50K
43,Private,289764,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,-2,1,40,United-States,>50K
40,Private,33647,11th,5,Divorced,Adm-clerical,Not-in-family,Other,Female,-48,-3,20,United-States,<=50K
62,Private,261106,Some-college,10,Never-married,Sales,Not-in-family,Amer-Indian-Eskimo,Male,4,-1,40,United-States,<=50K
38,Local-gov,173758,HS-grad,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,2360,-2,49,United-States,>50K
29,Private,179564,HS-grad,3,Divorced,Priv-house-serv,Not-in-family,White,Female,-1,0,50,United-States,<=50K
22,Private,154762,7th-8th,10,Never-married,Tech-support,Own-child,White,Female,5,2,20,United-States,<=50K
49,Private,195620,Doctorate,3,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,-1,50,United-States,>50K
23,Private,131425,Some-college,11,Never-married,Exec-managerial,Unmarried,White,Male,-7,-2,35,Poland,<=50K
73,Private,345468,Some-college,9,Never-married,?,Not-in-family,Amer-Indian-Eskimo,Female,17,-3,40,United-States,<=50K
22,Private,213720,9th,11,Never-married,Prof-specialty,Husband,White,Male,4,-2,40,Italy,<=50K
34,Local-gov,338337,Bachelors,10,Never-married,Sales,Unmarried,White,Male,-31,1,13,Mexico,>50K
23,Private,203323,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,-21,0,20,United-States,<=50K
35,Private,280754,HS-grad,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,-35,1922,48,United-States,>50K
43,Private,328322,HS-grad,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,-31,-1,12,United-States,<=50K
22,Private,312199,Some-college,6,Divorced,Other-service,Not-in-family,White,Female,-14,-1,35,United-States,<=50K
24,Private,185486,Bachelors,10,Never-married,Tech-support,Not-in-family,White,Male,-6,0,40,United-States,>50K
40,Private,168475,Some-college,10,Widowed,Other-service,Unmarried,Black,Female,-42,1,31,United-States,<=50K
44,Local-gov,114205,Bachelors,15,Never-married,Adm-clerical,Own-child,White,Male,-9,2,40,United-States,<=50K
47,Private,289653,Some-college,3,Never-married,Sales,Husband,White,Male,-14,0,40,United-States,<=50K
44,Private,344839,Assoc-voc,13,Married-civ-spouse,Transport-moving,Husband,White,Male,53,-2,60,United-States,>50K
22,?,120823,9th,10,Married-civ-spouse,Other-service,Not-in-family,White,Female,-26,0,44,United-States,<=50K
28,Private,256983,Some-college,10,Never-married,Other-service,Own-child,White,Female,-71,-2,12,Philippines,<=50K
53,Private,434121,Bachelors,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,20,0,40,United-States,>50K
31,State-gov,47558,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,-25,-1,40,El-Salvador,<=50K
32,Private,147605,HS-grad,9,Never-married,?,Other-relative,White,Female,-33,3,55,United-States,<=50K
32,Private,323746,HS-grad,7,Divorced,Sales,Unmarried,Black,Female,-28,0,30,United-States,<=50K
28,Private,205237,Bachelors,9,Married-civ-spouse,Exec-managerial,Wife,White,Male,-33,-1,21,United-States,<=50K
30,Private,123668,Some-college,10,Never-married,Farming-fishing,Wife,Black,Female,0,-2,40,United-States,<=50K
62,Private,271013,11th,10,Divorced,Craft-repair,Not-in-family,White,Male,-26,1,40,United-States,<=50K
46,Private,286237,Some-college,9,Never-married,Machine-op-inspct,Unmarried,Black,Female,-26,-1,40,United-States,<=50K
26,State-gov,205736,HS-grad,5,Widowed,Adm-clerical,Unmarried,Black,Female,-28,0,40,United-States,<=50K
36,Private,196421,7th-8th,10,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,-79,0,40,Yugoslavia,<=50K
20,Private,150000,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,White,Male,0,-1,80,United-States,<=50K
43,Private,148197,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,Female,29,-2,5,El-Salvador,<=50K
48,Local-gov,390313,Bachelors,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,15638,-1,40,United-States,>50K
44,?,202375,7th-8th,10,Divorced,Craft-repair,Own-child,Black,Male,13,-2,40,United-States,<=50K
44,Self-emp-inc,129490,Bachelors,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,-19,-3,40,United-States,>50K
51,Private,190954,Masters,9,Married-civ-spouse,Craft-repair,Husband,White,Male,-55,-4,49,Trinadad&Tobago,>50K
39,Private,183981,10th,11,Married-civ-spouse,Machine-op-inspct,Unmarried,Asian-Pac-Islander,Male,-27,-1,40,United-States,<=50K
44,Private,129325,12th,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,-23,1,50,United-States,<=50K
31,Private,54569,Some-college,10,Never-married,Sales,Own-child,White,Female,-24,-1,21,United-States,<=50K
46,Private,204540,11th,9,Separated,Other-service,Not-in-family,White,Female,-2,0,58,United-States,<=50K
59,Private,122958,Some-college,10,Never-married,Other-service,Own-child,Black,Female,-25,-1,30,United-States,<=50K
26,Private,31366,10th,10,Never-married,Adm-clerical,Own-child,White,Female,-19,-1,23,United-States,<=50K
19,Private,138146,Some-college,10,Never-married,Adm-clerical,Unmarried,Black,Female,48,-2,35,United-States,<=50K
57,Private,218659,Some-college,9,Never-married,Exec-managerial,Own-child,White,Female,-23,0,30,United-States,<=50K
26,Private,551969,Some-college,7,Divorced,Protective-serv,Not-in-family,Asian-Pac-Islander,Female,-17,-1,40,United-States,<=50K
52,Private,325083,9th,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,57,-2,40,Guatemala,>50K
53,Private,228576,10th,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,-7,1,40,Nicaragua,>50K
46,Federal-gov,278717,HS-grad,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,-36,-2,44,United-States,>50K
17,Private,128438,HS-grad,9,Never-married,Other-service,Own-child,White,Female,2145,-3,36,United-States,<=50K
19,Private,320029,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,28,1,40,United-States,<=50K
19,Private,191316,HS-grad,10,Never-married,Adm-clerical,Own-child,White,Female,7,0,40,United-States,<=50K
41,Self-emp-not-inc,124185,Some-college,11,Married-civ-spouse,Tech-support,Wife,Asian-Pac-Islander,Female,-11,0,40,United-States,<=50K
35,?,343688,10th,10,Never-married,Adm-clerical,Own-child,White,Female,-72,1,17,Yugoslavia,<=50K
40,Private,96273,Masters,13,Widowed,Exec-managerial,Husband,White,Male,-34,0,49,United-States,>50K
72,Federal-gov,340180,HS-grad,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,-61,-1,55,United-States,>50K
19,Private,172904,HS-grad,10,Never-married,Adm-clerical,Not-in-family,White,Female,-19,-1,40,United-States,<=50K
24,Private,109096,HS-grad,10,Never-married,Adm-clerical,Not-in-family,Other,Female,11,-2,27,United-States,<=50K
45,Private,299884,Bachelors,15,Married-civ-spouse,Sales,Husband,White,Male,-36,-1,50,United-States,>50K
56,Private,63901,Bachelors,11,Never-married,Exec-managerial,Husband,Black,Female,-40,1,49,United-States,>50K
19,Private,129940,Some-college,10,Never-married,Other-service,Other-relative,White,Female,-2,2,29,United-States,<=50K
48,Local-gov,48877,HS-grad,6,Never-married,Adm-clerical,Not-in-family,White,Female,-60,1,20,United-States,<=50K
42,Self-emp-not-inc,314764,Bachelors,14,Married-civ-spouse,Sales,Husband,White,Male,-14,-3,49,Philippines,>50K
30,Private,116908,Some-college,9,Never-married,Adm-clerical,Not-in-family,Black,Female,2,2,31,United-States,<=50K
53,Private,228247,Some-college,6,Never-married,?,Own-child,Black,Male,-24,-1,40,United-States,<=50K
20,?,150594,HS-grad,13,Divorced,Exec-managerial,Wife,White,Male,-29,2,40,United-States,<=50K
57,State-gov,152392,HS-grad,6,Never-married,Adm-clerical,Wife,White,Female,-43,1,30,United-States,<=50K
35,Private,196962,Doctorate,7,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,14,0,40,United-States,<=50K
36,Self-emp-not-inc,128403,Bachelors,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,-77,0,40,United-States,>50K
42,Private,157627,HS-grad,10,Divorced,Other-service,Not-in-family,White,Female,-12,-1,40,United-States,<=50K
19,State-gov,508981,Preschool,9,Never-married,?,Own-child,White,Female,-15,0,36,United-States,<=50K
42,Self-emp-not-inc,131385,HS-grad,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,-28,0,49,United-States,>50K
20,?,200983,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-14,0,9,Puerto-Rico,<=50K
32,Private,105568,1st-4th,10,Never-married,?,Not-in-family,Other,Female,22,-1,40,United-States,<=50K
40,Self-emp-not-inc,166664,HS-grad,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,1,1,51,United-States,>50K
21,Private,205835,HS-grad,4,Never-married,?,Not-in-family,Amer-Indian-Eskimo,Male,-22,-2,40,El-Salvador,<=50K
33,Private,36667,Some-college,7,Never-married,Other-service,Own-child,White,Female,-15,-1,19,United-States,<=50K
27,Private,136393,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Female,-49,1,19,United-States,<=50K
52,Self-emp-not-inc,117208,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Female,-72,2,50,United-States,<=50K
20,Local-gov,449157,Bachelors,10,Never-married,Adm-clerical,Own-child,White,Female,-31,-1,18,United-States,<=50K
37,Private,167109,7th-8th,10,Never-married,Transport-moving,Not-in-family,White,Male,-3,-2,40,Guatemala,<=50K
42,Private,135224,Assoc-voc,13,Never-married,Sales,Not-in-family,White,Male,46,-2,40,Columbia,<=50K
46,Private,193913,7th-8th,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,-41,-3,50,United-States,>50K
23,Private,235527,7th-8th,10,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Female,-28,-1,40,United-States,<=50K
39,Private,202616,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Female,-70,-1,5,United-States,<=50K
47,Private,185465,Bachelors,9,Married-civ-spouse,Sales,Unmarried,Black,Male,1696,-1,40,United-States,>50K
35,Private,180694,10th,10,Married-civ-spouse,Tech-support,Own-child,White,Male,-45,3,40,United-States,<=50K
44,Private,173075,Bachelors,16,Married-civ-spouse,Protective-serv,Husband,White,Male,12812,-2,65,United-States,>50K
59,Self-emp-not-inc,71866,Some-college,13,Married-spouse-absent,Sales,Own-child,Other,Female,-23,-2,40,United-States,<=50K
46,Federal-gov,189710,Doctorate,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,6,-4,40,United-States,<=50K
46,Private,495110,Some-college,10,Married-civ-spouse,Sales,Not-in-family,White,Female,-35,1,11,United-States,<=50K
45,Self-emp-inc,216846,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,-20,1,49,United-States,>50K
23,Self-emp-inc,354776,Some-college,9,Never-married,Other-service,Own-child,Asian-Pac-Islander,Female,-4,-1,40,Hungary,<=50K
46,Private,191062,HS-grad,15,Married-spouse-absent,Handlers-cleaners,Own-child,White,Female,4,3,40,United-States,<=50K
31,Local-gov,118387,Prof-school,13,Never-married,Machine-op-inspct,Not-in-family,White,Female,-22,0,8,United-States,<=50K
26,Private,117959,Some-college,10,Never-married,Adm-clerical,Other-relative,White,Female,38,-1,31,United-States,<=50K
45,Private,73673,Bachelors,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,-45,1,59,United-States,>50K
50,Private,154945,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Male,-64,-1,40,United-States,<=50K
25,Private,168647,11th,7,Never-married,Adm-clerical,Not-in-family,White,Female,4,-1,40,United-States,<=50K
46,State-gov,196867,10th,9,Divorced,?,Other-relative,White,Male,-61,2,40,United-States,<=50K
32,Private,483343,Doctorate,8,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,-5,-2,58,United-States,<=50K
45,Private,131869,12th,9,Widowed,Other-service,Own-child,White,Female,6,-2,21,United-States,<=50K
53,Private,223832,Bachelors,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,-17,1772,44,United-States,>50K
31,Private,394558,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,-17,-2,40,United-States,<=50K
37,Private,244232,Assoc-voc,13,Widowed,Armed-Forces,Not-in-family,White,Male,37,-3,40,United-States,<=50K
57,Private,104792,HS-grad,10,Never-married,Tech-support,Husband,Asian-Pac-Islander,Female,-60,-1,40,United-States,>50K
45,Private,106845,Bachelors,7,Never-married,Other-service,Not-in-family,White,Female,26,0,30,United-States,<=50K
30,Private,172641,11th,9,Never-married,?,Unmarried,White,Female,-51,-1,40,United-States,<=50K
20,?,206428,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-18,1,20,United-States,<=50K
56,Private,121172,9th,9,Widowed,Sales,Not-in-family,Other,Female,-78,-1,40,United-States,<=50K
55,Private,250850,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,-38,0,49,United-States,>50K
18,Private,288953,HS-grad,10,Never-married,Transport-moving,Not-in-family,Black,Female,9,0,23,United-States,<=50K
45,Local-gov,182302,Some-college,9,Married-civ-spouse,Sales,Husband,White,Female,30,-1,40,United-States,<=50K
56,Self-emp-not-inc,199632,HS-grad,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,24,-2,50,United-States,>50K
26,Private,208410,Some-college,10,Never-married,Other-service,Own-child,White,Female,-39,0,11,United-States,<=50K
51,Private,152554,Some-college,7,Never-married,Sales,Own-child,White,Female,-40,-3,10,United-States,<=50K
52,Private,287738,Some-college,4,Married-AF-spouse,Sales,Not-in-family,White,Female,-55,-1,40,?,<=50K
34,Private,123502,Masters,15,Married-civ-spouse,Farming-fishing,Husband,White,Male,17,-3,50,United-States,>50K
20,Private,165710,Some-college,10,Never-married,Other-service,Own-child,Black,Female,-52,-1,35,United-States,<=50K
18,Private,40310,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Female,-19,-1,40,United-States,<=50K
36,Private,190929,HS-grad,5,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Female,19,1,40,United-States,<=50K
26,Private,183197,HS-grad,9,Married-civ-spouse,Tech-support,Own-child,White,Female,-57,-2,40,United-States,<=50K
68,Local-gov,58139,HS-grad,14,Divorced,?,Not-in-family,White,Male,14,-2,29,Mexico,<=50K
39,Private,220271,Some-college,9,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,19,-4,40,Taiwan,<=50K
51,Self-emp-inc,194979,Some-college,11,Never-married,Adm-clerical,Own-child,White,Female,40,1,37,Philippines,<=50K
45,Private,160116,Bachelors,7,Divorced,Prof-specialty,Husband,Asian-Pac-Islander,Male,18,0,58,United-States,<=50K
60,Private,210630,Bachelors,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,-37,1,50,United-States,>50K
45,Local-gov,88122,Bachelors,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,2947,-1,57,United-States,>50K
49,Private,141660,Some-college,14,Married-spouse-absent,Tech-support,Not-in-family,White,Female,-24,1,19,United-States,<=50K
40,?,398823,Some-college,10,Married-civ-spouse,Prof-specialty,Own-child,White,Male,16,1637,40,United-States,<=50K
35,Private,112162,HS-grad,2,Never-married,Craft-repair,Wife,White,Male,12,-3,50,United-States,<=50K
53,Private,260578,Some-college,10,Never-married,Sales,Not-in-family,White,Male,-61,0,40,Poland,>50K
26,Private,193429,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Female,-37,-1,19,United-States,<=50K
70,Private,250288,11th,10,Divorced,Protective-serv,Not-in-family,White,Female,24,1,50,United-States,<=50K
38,Federal-gov,188029,7th-8th,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,13475,-2,49,United-States,>50K
44,Private,386527,7th-8th,9,Separated,Craft-repair,Husband,Black,Male,-5,-1,15,United-States,<=50K
20,Private,144700,11th,10,Never-married,Adm-clerical,Not-in-family,Black,Female,1,0,30,United-States,<=50K
55,State-gov,332893,12th,10,Separated,Transport-moving,Other-relative,Amer-Indian-Eskimo,Female,-18,-4,40,United-States,<=50K
45,Self-emp-not-inc,261582,Assoc-voc,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,-8,4,40,Haiti,>50K
54,Private,45269,HS-grad,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,23,-1,56,United-States,>50K
43,Private,157502,HS-grad,12,Married-civ-spouse,Transport-moving,Husband,White,Male,23,-1,30,?,<=50K
36,Private,185808,HS-grad,10,Divorced,?,Own-child,Asian-Pac-Islander,Female,24,-4,40,United-States,<=50K
50,Private,240733,Some-college,7,Married-civ-spouse,Sales,Not-in-family,Asian-Pac-Islander,Male,-55,1,11,Mexico,<=50K
49,Private,210935,Prof-school,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,14,-3,40,United-States,>50K
29,Private,215497,HS-grad,10,Never-married,?,Not-in-family,White,Female,-5,0,40,United-States,<=50K
32,Private,149083,11th,13,Separated,Prof-specialty,Husband,White,Male,-27,1,49,United-States,>50K
19,Private,345147,Some-college,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,26,2,40,United-States,<=50K
19,Private,139174,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,-15,1,30,United-States,<=50K
38,State-gov,135180,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Male,-74,-2,40,United-States,<=50K
41,Local-gov,47557,Bachelors,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,-3,56,United-States,>50K
36,Private,273440,HS-grad,10,Divorced,Sales,Not-in-family,Asian-Pac-Islander,Male,-54,-1,30,United-States,<=50K
46,Private,379902,11th,11,Never-married,Tech-support,Wife,Amer-Indian-Eskimo,Female,-14,0,29,United-States,<=50K
18,Private,241076,Some-college,7,Never-married,Other-service,Wife,Other,Female,32,0,18,United-States,<=50K
35,Private,309656,Some-college,10,Never-married,?,Unmarried,Asian-Pac-Islander,Female,-12,-1,31,United-States,<=50K
45,Private,189652,HS-grad,10,Never-married,?,Husband,White,Female,-32,0,60,Hungary,<=50K
42,Private,226083,Prof-school,13,Married-civ-spouse,Sales,Husband,White,Male,-39,-2,40,United-States,<=50K
54,Private,99461,11th,9,Married-civ-spouse,Farming-fishing,Wife,White,Male,-80,3,24,Peru,<=50K
