age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
22,?,98720,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Female,57,2,36,United-States,<=50K
86,Self-emp-not-inc,220493,11th,9,Divorced,Exec-managerial,Husband,Asian-Pac-Islander,Male,2,4,49,United-States,<=50K
27,Local-gov,321515,HS-grad,9,Married-civ-spouse,Other-service,Not-in-family,White,Female,2,-2,12,United-States,<=50K
42,Federal-gov,33767,11th,10,Separated,Tech-support,Unmarried,White,Female,13,1,35,United-States,<=50K
39,Self-emp-not-inc,81448,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,4060,-1,51,United-States,>50K
47,Self-emp-inc,217927,Masters,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,10,1,61,United-States,>50K
32,Private,175145,HS-grad,9,Divorced,Tech-support,Own-child,White,Female,13,1,40,United-States,<=50K
31,Private,217747,Some-college,10,Never-married,Sales,Not-in-family,White,Female,7,0,40,United-States,<=50K
32,Private,188342,HS-grad,10,Married-civ-spouse,Craft-repair,Wife,White,Male,3,-3,40,Hungary,<=50K
19,Local-gov,148977,Some-college,9,Married-civ-spouse,Other-service,Husband,White,Female,-10,-1,44,Dominican-Republic,<=50K
39,Private,152259,10th,9,Never-married,Adm-clerical,Own-child,White,Female,11,-1,15,United-States,<=50K
42,Private,139215,Bachelors,10,Married-civ-spouse,Protective-serv,Husband,White,Male,39,0,46,?,>50K
45,State-gov,123089,10th,10,Widowed,Armed-Forces,Not-in-family,White,Female,-16,0,37,Japan,<=50K
45,Federal-gov,233786,Assoc-voc,10,Never-married,Other-service,Other-relative,White,Female,25,-2,21,United-States,<=50K
25,Private,92056,Some-college,9,Never-married,Other-service,Unmarried,White,Female,3,-1,62,United-States,<=50K
64,Private,182803,HS-grad,11,Divorced,Handlers-cleaners,Not-in-family,Other,Female,-8,1,40,Philippines,<=50K
41,Private,167304,Some-college,10,Never-married,Other-service,Unmarried,White,Female,-10,2,18,United-States,<=50K
37,State-gov,160459,Bachelors,9,Married-civ-spouse,Craft-repair,Husband,Other,Male,-43,-1,40,United-States,<=50K
44,Private,95000,9th,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,-46,-1,58,United-States,<=50K
53,Self-emp-not-inc,28107,Assoc-voc,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,16,1,40,United-States,>50K
36,Self-emp-not-inc,70747,Prof-school,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,-52,-1,40,United-States,>50K
29,State-gov,399897,9th,15,Divorced,Farming-fishing,Unmarried,Asian-Pac-Islander,Female,-27,-3,40,United-States,<=50K
18,?,117890,Some-college,13,Never-married,Adm-clerical,Not-in-family,White,Female,-35,1,30,United-States,<=50K
35,Local-gov,43818,Prof-school,9,Separated,Sales,Husband,White,Male,-51,0,9,United-States,>50K
52,Private,93185,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,9,2,54,United-States,>50K
49,Private,25122,HS-grad,11,Divorced,Adm-clerical,Wife,White,Male,-28,2,29,United-States,<=50K
48,Self-emp-not-inc,138960,Bachelors,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,3312,0,74,United-States,>50K
50,State-gov,159025,Bachelors,13,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,-1,1,40,United-States,>50K
50,Local-gov,156442,Bachelors,10,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,-51,2,40,United-States,>50K
47,Private,108007,9th,10,Never-married,Exec-managerial,Not-in-family,White,Female,20,1,40,United-States,<=50K
37,Local-gov,229798,Assoc-acdm,9,Divorced,Tech-support,Not-in-family,White,Female,-16,0,21,United-States,<=50K
45,?,263064,Assoc-acdm,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,55,2,45,Thailand,<=50K
30,Self-emp-inc,84454,7th-8th,11,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,4,-1,49,United-States,>50K
60,State-gov,454598,Some-college,9,Married-civ-spouse,Craft-repair,Husband,White,Male,10,-1,50,United-States,>50K
22,Private,349845,Some-college,10,Never-married,Adm-clerical,Unmarried,White,Female,-3,-1,31,United-States,<=50K
47,State-gov,414269,12th,7,Married-civ-spouse,?,Husband,White,Male,36,2,40,United-States,<=50K
32,Private,455664,Masters,10,Never-married,Adm-clerical,Own-child,White,Female,36,2,30,United-States,<=50K
21,State-gov,236216,Prof-school,13,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,24,-1,29,United-States,<=50K
20,Local-gov,106128,HS-grad,5,Separated,Adm-clerical,Unmarried,White,Female,-42,0,20,United-States,<=50K
45,Self-emp-not-inc,191548,Bachelors,9,Married-civ-spouse,Craft-repair,Husband,White,Male,3118,1,46,United-States,>50K
37,Private,78972,HS-grad,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,-22,0,49,United-States,>50K
42,Private,174733,Assoc-acdm,13,Never-married,Transport-moving,Own-child,White,Female,-16,-2,40,Mexico,<=50K
36,Local-gov,180731,HS-grad,9,Married-spouse-absent,Adm-clerical,Wife,White,Male,17,3,50,United-States,<=50K
66,?,104717,HS-grad,10,Never-married,?,Not-in-family,White,Female,26,0,40,United-States,<=50K
40,Private,241397,5th-6th,9,Never-married,Machine-op-inspct,Unmarried,White,Female,21,-1,40,United-States,<=50K
54,Private,206342,HS-grad,10,Divorced,Adm-clerical,Own-child,White,Female,20,-2,37,United-States,<=50K
45,Local-gov,404532,11th,12,Separated,Tech-support,Other-relative,White,Male,11,-4,49,Cuba,<=50K
32,Private,353257,1st-4th,9,Never-married,Other-service,Other-relative,White,Female,-10,1,40,United-States,<=50K
41,Self-emp-not-inc,118026,Assoc-voc,14,Married-civ-spouse,Craft-repair,Husband,White,Male,-24,-2,62,United-States,>50K
51,Private,175937,HS-grad,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,36,1708,61,United-States,>50K
66,Private,74042,Some-college,5,Separated,Transport-moving,Not-in-family,Other,Female,38,-1,57,United-States,<=50K
49,Self-emp-inc,310059,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,-29,2,45,United-States,<=50K
21,Local-gov,167330,Some-college,10,Never-married,Other-service,Not-in-family,Black,Female,-1,-1,40,Guatemala,<=50K
47,?,198450,Assoc-acdm,10,Never-married,Sales,Wife,Asian-Pac-Islander,Male,37,1,40,United-States,<=50K
35,Private,62638,Doctorate,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,35,-2,40,Trinadad&Tobago,>50K
43,Private,38272,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,2582,1650,70,United-States,>50K
35,Self-emp-not-inc,135180,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,36,1,40,United-States,>50K
26,Private,30472,7th-8th,10,Married-spouse-absent,Other-service,Not-in-family,White,Female,-17,-1,35,United-States,<=50K
39,Federal-gov,174167,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,17,-2,37,United-States,<=50K
47,Private,192505,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,7,1,40,United-States,<=50K
26,Private,260713,HS-grad,10,Never-married,Transport-moving,Other-relative,Amer-Indian-Eskimo,Female,32,-1,14,United-States,<=50K
47,Private,41337,HS-grad,9,Never-married,Other-service,Own-child,Black,Female,-28,0,20,United-States,<=50K
40,Private,85833,Masters,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,11,1,46,United-States,>50K
42,Private,328757,Doctorate,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,16,1664,73,India,>50K
40,Private,125764,HS-grad,10,Never-married,Sales,Unmarried,White,Female,-30,-2,40,United-States,<=50K
67,Private,177736,Masters,12,Never-married,Handlers-cleaners,Not-in-family,White,Male,10,-1,40,Mexico,<=50K
48,Self-emp-inc,452663,Some-college,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,-8,2020,45,United-States,<=50K
19,Private,235535,HS-grad,12,Divorced,Transport-moving,Not-in-family,White,Male,23,2,40,Japan,<=50K
60,Self-emp-not-inc,463218,HS-grad,5,Divorced,Transport-moving,Husband,White,Male,-7,3,40,United-States,<=50K
31,Private,176412,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,29,-2,45,Mexico,<=50K
22,Local-gov,70823,Some-college,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,12,1,40,United-States,<=50K
44,Private,85180,Bachelors,6,Divorced,Priv-house-serv,Unmarried,White,Female,16,-1,40,Poland,>50K
49,State-gov,333127,10th,12,Widowed,Other-service,Own-child,White,Female,-31,1,40,United-States,<=50K
39,Private,256370,Some-college,10,Never-married,?,Unmarried,White,Female,-3,1,24,United-States,<=50K
40,Private,148146,Some-college,14,Separated,Protective-serv,Unmarried,White,Female,-26,0,19,United-States,<=50K
63,Self-emp-not-inc,382759,Some-college,13,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Male,32,-3,24,Canada,<=50K
50,Self-emp-not-inc,125337,Prof-school,13,Never-married,Sales,Not-in-family,White,Male,16,2,44,United-States,<=50K
21,Self-emp-not-inc,202335,HS-grad,9,Divorced,?,Not-in-family,White,Male,14,-1,26,United-States,<=50K
47,?,133177,Some-college,10,Widowed,Sales,Own-child,Black,Female,34,-2,20,United-States,<=50K
27,Private,20321,Some-college,10,Never-married,Prof-specialty,Unmarried,Black,Female,44,0,16,United-States,<=50K
56,Self-emp-inc,391017,Masters,12,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,7449,0,43,United-States,>50K
25,Private,41449,Some-college,9,Never-married,Adm-clerical,Wife,White,Male,-63,0,56,United-States,<=50K
58,Private,193579,Bachelors,10,Widowed,Adm-clerical,Husband,White,Female,9,1,40,United-States,<=50K
43,Private,281042,11th,9,Married-spouse-absent,Farming-fishing,Husband,White,Male,-34,1,43,United-States,<=50K
43,Private,108321,Assoc-voc,10,Married-civ-spouse,Transport-moving,Other-relative,Black,Male,-46,0,51,United-States,<=50K
40,Local-gov,599818,9th,10,Never-married,Protective-serv,Own-child,White,Male,23,-1,37,United-States,<=50K
45,Private,112526,Bachelors,13,Divorced,Exec-managerial,Wife,White,Male,12,4,20,United-States,<=50K
56,State-gov,70611,HS-grad,11,Widowed,Prof-specialty,Other-relative,Black,Female,-2,2,14,United-States,<=50K
43,Private,241982,Some-college,11,Married-spouse-absent,Adm-clerical,Unmarried,Asian-Pac-Islander,Male,-6,-2,40,United-States,<=50K
45,Private,203680,Some-college,4,Never-married,Machine-op-inspct,Not-in-family,Black,Female,8,-1,40,United-States,<=50K
46,Private,199106,HS-grad,13,Divorced,Adm-clerical,Husband,White,Male,-58,1,40,United-States,<=50K
52,Private,37569,HS-grad,6,Divorced,Sales,Other-relative,Asian-Pac-Islander,Male,-40,-1,40,United-States,<=50K
39,State-gov,172571,HS-grad,10,Never-married,Machine-op-inspct,Not-in-family,White,Female,1,-1,40,United-States,<=50K
53,Local-gov,95129,Bachelors,13,Widowed,Prof-specialty,Husband,White,Male,24,1,49,United-States,<=50K
55,Private,219566,Some-college,9,Married-spouse-absent,Other-service,Not-in-family,White,Female,-11,-1,40,Taiwan,<=50K
39,Private,215902,Some-college,3,Widowed,Adm-clerical,Unmarried,White,Female,43,0,20,Italy,<=50K
48,Self-emp-not-inc,84634,HS-grad,13,Married-civ-spouse,Transport-moving,Husband,White,Male,-40,2,50,United-States,>50K
24,Local-gov,253667,Assoc-acdm,13,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,15243,0,40,United-States,<=50K
47,Federal-gov,257352,Some-college,10,Never-married,Sales,Husband,White,Female,-14,4,40,United-States,<=50K
45,?,209305,Some-college,9,Separated,Prof-specialty,Not-in-family,White,Female,-9,-2,37,United-States,<=50K
39,Private,221666,Masters,10,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,10,2,36,United-States,<=50K
39,?,127280,Some-college,4,Never-married,Adm-clerical,Not-in-family,White,Female,-30,1,20,Holand-Netherlands,<=50K
37,Self-emp-not-inc,200033,Assoc-acdm,11,Never-married,Machine-op-inspct,Not-in-family,White,Female,-11,1,68,Honduras,<=50K
45,Federal-gov,34126,Bachelors,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,7643,1844,46,United-States,>50K
59,Private,149894,Some-college,10,Never-married,Other-service,Not-in-family,Amer-Indian-Eskimo,Male,-23,0,20,United-States,<=50K
52,Private,79588,7th-8th,11,Married-civ-spouse,Adm-clerical,Not-in-family,Other,Female,42,-2,40,United-States,<=50K
38,Private,32979,HS-grad,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,-8,3,49,United-States,<=50K
28,Federal-gov,193838,Some-college,3,Married-civ-spouse,Transport-moving,Not-in-family,White,Female,15,0,20,United-States,<=50K
33,Private,126388,HS-grad,10,Married-civ-spouse,Sales,Husband,White,Male,2579,-1,71,United-States,>50K
41,Private,29603,Assoc-voc,10,Widowed,Tech-support,Own-child,Black,Female,34,-1,49,United-States,<=50K
36,Private,129835,12th,13,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,37,3,30,Mexico,<=50K
44,Private,251274,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,44,0,45,United-States,>50K
23,Private,43589,7th-8th,9,Never-married,Other-service,Not-in-family,White,Female,41,-1,7,United-States,<=50K
50,Private,58526,Doctorate,9,Married-civ-spouse,Prof-specialty,Wife,White,Male,-56,0,36,United-States,<=50K
59,Private,234496,7th-8th,13,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Male,28,-1,20,United-States,<=50K
49,State-gov,113540,HS-grad,14,Separated,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Male,-81,2,34,United-States,<=50K
40,?,227035,Some-college,7,Divorced,Adm-clerical,Own-child,Black,Female,-32,2,40,United-States,<=50K
43,Private,106676,Bachelors,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,7502,2,40,Mexico,>50K
17,Private,82443,Assoc-voc,13,Married-civ-spouse,Transport-moving,Own-child,White,Female,-40,-2,23,United-States,<=50K
42,Self-emp-not-inc,523371,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,37,1836,71,United-States,>50K
45,Self-emp-not-inc,121493,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,-12,-1,46,United-States,>50K
30,?,333724,Some-college,9,Never-married,Adm-clerical,Unmarried,White,Male,-50,-1,19,United-States,<=50K
29,?,223383,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-31,-2,36,United-States,<=50K
34,Private,325414,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,-3,1,60,United-States,>50K
36,State-gov,184876,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,8,-2,40,Canada,<=50K
54,?,350162,Some-college,6,Never-married,Other-service,Own-child,White,Female,-14,-3,7,United-States,<=50K
63,Private,108562,Some-college,10,Married-spouse-absent,Farming-fishing,Unmarried,White,Male,-28,3,40,Dominican-Republic,<=50K
62,Federal-gov,437165,Some-college,10,Widowed,Machine-op-inspct,Not-in-family,White,Female,-25,-2,40,Outlying-US(Guam-USVI-etc),<=50K
29,Local-gov,204371,Some-college,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,61,2,40,United-States,<=50K
37,?,209788,Preschool,12,Never-married,Protective-serv,Not-in-family,White,Male,-6,1,40,United-States,<=50K
43,Private,51644,Masters,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,3157,1,30,United-States,>50K
29,?,112739,Some-college,10,Never-married,Adm-clerical,Not-in-family,Other,Female,36,2,19,United-States,<=50K
46,Without-pay,212804,Bachelors,9,Widowed,Exec-managerial,Not-in-family,White,Male,47,0,40,United-States,<=50K
44,Private,337056,Assoc-voc,9,Married-civ-spouse,Protective-serv,Husband,White,Male,18,0,40,Thailand,<=50K
45,Self-emp-inc,217191,HS-grad,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,10,0,50,United-States,<=50K
41,Local-gov,167353,Some-college,11,Divorced,Other-service,Unmarried,White,Female,0,1,40,India,<=50K
46,Local-gov,234563,Some-college,13,Divorced,Handlers-cleaners,Wife,White,Female,-43,-1,35,United-States,<=50K
61,Private,37625,HS-grad,6,Never-married,Other-service,Own-child,White,Male,-2,1,40,United-States,<=50K
38,?,148902,HS-grad,9,Widowed,Other-service,Other-relative,Amer-Indian-Eskimo,Female,-16,2,40,United-States,<=50K
54,Local-gov,428862,7th-8th,12,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,7,-3,68,United-States,<=50K
44,Federal-gov,147496,HS-grad,9,Never-married,Other-service,Unmarried,Black,Female,-24,0,40,United-States,<=50K
39,Private,140150,HS-grad,10,Never-married,Other-service,Own-child,Black,Female,23,-1,15,United-States,<=50K
50,Private,134092,Some-college,14,Married-civ-spouse,Sales,Not-in-family,Black,Male,-16,1,22,?,<=50K
32,Local-gov,120687,Assoc-voc,10,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,24,1,58,United-States,<=50K
43,State-gov,197870,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,4158,-1,40,Japan,>50K
36,State-gov,183419,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Female,3,3,35,United-States,<=50K
33,Private,46774,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,-31,1,21,United-States,<=50K
26,Federal-gov,195585,Prof-school,13,Never-married,Adm-clerical,Not-in-family,Black,Female,32,0,20,Cuba,<=50K
20,?,273942,Assoc-voc,4,Married-civ-spouse,Farming-fishing,Wife,Black,Female,-37,0,26,United-States,<=50K
31,Private,90562,Bachelors,9,Divorced,Adm-clerical,Unmarried,White,Female,-11,0,40,Dominican-Republic,<=50K
41,Private,100325,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,30,-2,44,United-States,>50K
52,Local-gov,204259,Assoc-acdm,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,35,1993,40,Mexico,<=50K
20,Private,298231,Some-college,10,Never-married,Other-service,Own-child,Black,Female,27,-1,18,United-States,<=50K
36,Private,311433,Some-college,10,Never-married,Adm-clerical,Unmarried,Black,Female,3,-3,24,United-States,<=50K
31,Private,174458,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,30,-1,15,United-States,<=50K
43,Private,212812,HS-grad,10,Never-married,Sales,Own-child,White,Female,30,0,23,United-States,<=50K
55,Local-gov,128276,Assoc-voc,3,Divorced,Sales,Husband,White,Male,26,1,44,United-States,<=50K
60,Private,109236,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,-36,-1,30,United-States,<=50K
40,Private,172456,Assoc-acdm,2,Married-civ-spouse,?,Husband,White,Male,-8,2,70,United-States,<=50K
26,Private,192001,Assoc-voc,10,Divorced,Other-service,Not-in-family,White,Female,-19,2,40,United-States,<=50K
23,?,195366,HS-grad,6,Never-married,Other-service,Unmarried,Amer-Indian-Eskimo,Female,19,1,30,United-States,<=50K
63,Private,33524,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Female,10,1,20,United-States,<=50K
33,Without-pay,78825,9th,9,Never-married,Other-service,Not-in-family,White,Female,4,3,40,Holand-Netherlands,<=50K
36,Private,278518,Masters,13,Married-civ-spouse,Transport-moving,Wife,White,Male,5,1852,40,United-States,<=50K
49,Private,440764,HS-grad,9,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,-20,0,24,United-States,<=50K
48,Local-gov,207355,Assoc-acdm,13,Never-married,Protective-serv,Not-in-family,White,Female,58,-1,32,Mexico,<=50K
43,Private,27545,HS-grad,4,Never-married,Sales,Unmarried,White,Male,-6,1,59,United-States,<=50K
66,Local-gov,73693,Some-college,9,Married-civ-spouse,Transport-moving,Husband,White,Male,14931,0,61,Trinadad&Tobago,>50K
42,Private,154546,Assoc-acdm,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,13,-2,40,England,<=50K
35,Self-emp-inc,10893,Bachelors,13,Divorced,Machine-op-inspct,Husband,White,Male,13,1840,40,United-States,<=50K
23,Private,80230,Some-college,10,Never-married,Other-service,Wife,Black,Female,36,1,26,United-States,<=50K
61,Private,127229,HS-grad,9,Separated,Machine-op-inspct,Own-child,White,Female,-35,2,22,United-States,<=50K
30,Federal-gov,169607,Some-college,10,Never-married,Adm-clerical,Unmarried,White,Female,18,3,26,Ecuador,<=50K
44,Private,429408,Assoc-voc,13,Separated,Prof-specialty,Not-in-family,White,Male,50,4,17,United-States,<=50K
45,State-gov,242580,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,18,-2,45,Canada,>50K
51,Private,188680,Some-college,10,Never-married,Protective-serv,Not-in-family,Black,Male,15369,1,44,India,<=50K
24,Self-emp-not-inc,110185,Prof-school,13,Divorced,Tech-support,Wife,Amer-Indian-Eskimo,Male,-15,-3,50,United-States,>50K
55,Private,189792,Bachelors,9,Divorced,Farming-fishing,Not-in-family,White,Female,25,-1,44,United-States,<=50K
36,?,177403,HS-grad,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,6,-1,60,United-States,<=50K
42,Self-emp-not-inc,74861,Bachelors,14,Married-civ-spouse,Transport-moving,Husband,White,Male,6,1687,58,United-States,>50K
20,Private,330958,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,-47,-2,17,Italy,<=50K
27,Private,159317,HS-grad,10,Married-civ-spouse,Other-service,Husband,White,Female,-14,1645,60,Outlying-US(Guam-USVI-etc),<=50K
53,Local-gov,393284,7th-8th,9,Never-married,Prof-specialty,Husband,White,Female,49,0,23,Philippines,<=50K
54,Self-emp-not-inc,115754,Assoc-voc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,2,-2,40,United-States,>50K
57,Self-emp-not-inc,91912,Prof-school,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,3717,0,46,United-States,>50K
67,Self-emp-not-inc,276660,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,11,1,44,United-States,>50K
50,Self-emp-not-inc,48257,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,25,-1,30,United-States,<=50K
49,Private,108208,Bachelors,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,4941,1,45,United-States,>50K
37,Local-gov,165348,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,-8,-1,40,United-States,<=50K
54,Private,259293,HS-grad,9,Married-civ-spouse,Sales,Not-in-family,White,Female,-40,1,31,United-States,<=50K
51,Local-gov,225034,Assoc-acdm,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,3666,0,44,United-States,>50K
55,State-gov,250240,11th,4,Never-married,Machine-op-inspct,Other-relative,Other,Female,-10,-1,23,United-States,<=50K
45,State-gov,267143,HS-grad,6,Married-civ-spouse,Farming-fishing,Not-in-family,Amer-Indian-Eskimo,Male,3384,1703,60,United-States,<=50K
35,Private,91210,Some-college,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,-43,0,40,Mexico,<=50K
62,Private,110801,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,31,-2,40,United-States,>50K
39,Private,83359,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,14310,1,44,United-States,>50K
40,Local-gov,100854,HS-grad,10,Never-married,Sales,Husband,White,Male,42,-3,23,Canada,>50K
52,Private,41509,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,Black,Female,-15,-2,35,United-States,<=50K
59,Self-emp-not-inc,177808,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,15256,1925,61,United-States,>50K
78,Private,113139,Bachelors,9,Never-married,Transport-moving,Unmarried,White,Male,15,1,40,United-States,<=50K
19,Local-gov,112634,Some-college,10,Never-married,Sales,Unmarried,Amer-Indian-Eskimo,Female,24,0,18,United-States,<=50K
55,Private,154345,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Black,Male,-53,2,61,United-States,<=50K
53,Self-emp-not-inc,186147,Masters,12,Married-civ-spouse,Sales,Husband,White,Male,-45,-1,49,United-States,>50K
24,Private,286261,9th,12,Divorced,Transport-moving,Husband,White,Male,-64,1,49,United-States,<=50K
33,Local-gov,319733,Some-college,7,Never-married,Other-service,Not-in-family,Black,Male,28,-1,23,United-States,<=50K
29,?,387053,HS-grad,10,Never-married,Craft-repair,Not-in-family,White,Female,12,3,34,United-States,<=50K
28,Private,176511,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,11,-1,22,United-States,<=50K
39,Local-gov,226884,1st-4th,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,-25,-1,49,United-States,<=50K
47,Private,329689,HS-grad,9,Divorced,Adm-clerical,Other-relative,White,Male,-49,-2,40,United-States,<=50K
53,?,131723,10th,10,Never-married,Machine-op-inspct,Own-child,Black,Male,-37,1,22,United-States,<=50K
52,Private,183187,Assoc-acdm,10,Never-married,Adm-clerical,Not-in-family,White,Female,17,0,40,Haiti,<=50K
30,Self-emp-not-inc,117213,Prof-school,13,Married-civ-spouse,Transport-moving,Husband,White,Male,3676,0,19,United-States,>50K
28,Private,22472,12th,11,Married-civ-spouse,Other-service,Husband,White,Male,-10,1,40,United-States,<=50K
27,?,105881,Some-college,10,Never-married,?,Own-child,White,Female,-30,-1,16,United-States,<=50K
20,?,155257,Some-college,10,Never-married,Other-service,Not-in-family,Amer-Indian-Eskimo,Female,-8,-1,30,United-States,<=50K
47,Local-gov,204633,7th-8th,9,Married-civ-spouse,Craft-repair,Husband,White,Male,9,0,40,United-States,<=50K
39,Private,25117,Some-college,10,Never-married,?,Unmarried,White,Female,-10,-1,36,United-States,<=50K
49,Self-emp-not-inc,122364,Bachelors,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,11,1,45,United-States,>50K
20,Private,290916,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,-28,-2,21,United-States,<=50K
50,Private,44377,Doctorate,13,Married-civ-spouse,Craft-repair,Husband,White,Male,-3,-1,72,United-States,>50K
31,Private,80285,Assoc-voc,10,Never-married,Craft-repair,Other-relative,White,Male,27,2185,40,Honduras,<=50K
40,State-gov,108118,HS-grad,13,Married-civ-spouse,Sales,Husband,White,Male,-3,0,40,United-States,<=50K
48,Private,186042,Some-college,9,Divorced,Machine-op-inspct,Unmarried,White,Female,-42,1,40,United-States,<=50K
26,State-gov,117391,7th-8th,10,Widowed,Other-service,Not-in-family,Black,Female,-27,0,40,United-States,<=50K
30,State-gov,165718,Some-college,4,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,18,1,49,Nicaragua,<=50K
77,Private,197512,Some-college,7,Widowed,Other-service,Unmarried,White,Male,5,0,23,Italy,<=50K
32,Private,355969,9th,13,Married-civ-spouse,Transport-moving,Not-in-family,Asian-Pac-Islander,Male,44,2,40,United-States,<=50K
28,Private,438847,Some-college,7,Never-married,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,0,-2,36,United-States,<=50K
39,Self-emp-not-inc,156689,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,3,1,40,United-States,<=50K
55,Private,119463,Assoc-voc,3,Widowed,Prof-specialty,Not-in-family,White,Female,4,1,40,United-States,<=50K
36,?,108162,HS-grad,10,Separated,Adm-clerical,Not-in-family,White,Female,-38,-3,36,United-States,<=50K
54,Private,77356,Masters,9,Married-civ-spouse,Craft-repair,Husband,White,Male,22,-2,68,United-States,>50K
47,Private,167326,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,-8,2,40,Thailand,<=50K
41,Private,166449,Some-college,7,Married-civ-spouse,Sales,Husband,White,Male,-40,-1,40,United-States,<=50K
17,Private,164459,Some-college,10,Never-married,Transport-moving,Unmarried,White,Female,-13,2,40,United-States,<=50K
